Designator,Footprint,Quantity,Value,LCSC Part #
D56,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D57,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D58,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D59,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D60,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D61,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D62,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D63,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D64,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D65,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D66,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D67,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
D68,D_DO-35_SOD27_P5.08mm_Horizontal,1, ,
R3,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,75R,
R4,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,75R,
R1,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,5.1k,
RESET1,SW_PUSH_6mm,1,RESET,
LED1,LED_D3.0mm,1,POWER,
R6,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,1.5K,
BOOT1,SW_PUSH_6mm,1,BOOT,
F1,polyfuse_5.1mm,1,500mA,
C3,CP_Radial_D4.0mm_P1.50mm,1,4.7u,
C4,C_Disc_D4.3mm_W1.9mm_P5.00mm,1,0.1u,
C5,C_Disc_D4.3mm_W1.9mm_P5.00mm,1,0.1u,
SW63,MXOnly-1.25U-Hotswap,1,KEYSW,
SW64,MXOnly-1.25U-Hotswap,1,KEYSW,
USB1,USB_C_GCT_USB4085,1,USB_C_GCT_USB4085,
C1,C_Disc_D3.0mm_W1.6mm_P2.50mm,1,22p,
C2,C_Disc_D3.0mm_W1.6mm_P2.50mm,1,22p,
D69,D_DO-35_SOD27_P5.08mm_Horizontal,1,3.6V,
D70,D_DO-35_SOD27_P5.08mm_Horizontal,1,3.6V,
R5,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,1.5k,
Y1,Crystal_HC49-4H_Vertical,1,Crystal,
R7,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,10k,
R2,R_Axial_DIN0204_L3.6mm_D1.6mm_P7.62mm_Horizontal,1,5.1k,
J1,AVR_ICSP_3x2,1,AVR-ISP-6,
SW69,MXOnly-1.25U-Hotswap,1,KEYSW,
SW70,MXOnly-1.5U-Hotswap,1,KEYSW,
SW71,MXOnly-1.5U-Hotswap,1,KEYSW,
SW72,MXOnly-1U-Hotswap,1,KEYSW,
SW73,MXOnly-1.5U-Hotswap,1,KEYSW,
SW74,MXOnly-1.5U-Hotswap,1,KEYSW,
SW16,MXOnly-1.5U-Hotswap,1,KEYSW,
U1,DIP-40_W15.24mm,1,ATmega32A-PU,
J2_10,StripLED,1,Conn_01x03_Male,
SW79,RotaryEncoder_Alps_EC12E-Switch_Vertical_H20mm,1,Rotary_Encoder_Switch,
J2_9,StripLED,1,Conn_01x03_Male,
J2_8,StripLED,1,Conn_01x03_Male,
J2_7,StripLED,1,Conn_01x03_Male,
J2_6,StripLED,1,Conn_01x03_Male,
J2_5,StripLED,1,Conn_01x03_Male,
J2_4,StripLED,1,Conn_01x03_Male,
J2_3,StripLED,1,Conn_01x03_Male,
J2_2,StripLED,1,Conn_01x03_Male,
J2,StripLED,1,Conn_01x03_Male,
